#inst           mjdstart     exp   flt flux   unc   sig
NTT/ULTRACAM    59933.05371  19.99 u    0.54  1.93   0.28 
NTT/ULTRACAM    59933.05371  19.99 g    0.85  0.90   0.95 
NTT/ULTRACAM    59933.05371  19.99 r    1.30  1.13   1.15 
NTT/ULTRACAM    59933.05394  19.99 u    1.60  2.13   0.75 
NTT/ULTRACAM    59933.05394  19.99 g    0.91  0.88   1.03 
NTT/ULTRACAM    59933.05394  19.99 r   -0.44  1.24  -0.35 
NTT/ULTRACAM    59933.05417  19.99 u   -0.47  1.89  -0.25 
NTT/ULTRACAM    59933.05417  19.99 g    0.42  0.92   0.46 
NTT/ULTRACAM    59933.05417  19.99 r    0.75  1.14   0.66 
NTT/ULTRACAM    59933.05440  19.99 u    0.56  2.22   0.25 
NTT/ULTRACAM    59933.05440  19.99 g    1.15  0.85   1.35 
NTT/ULTRACAM    59933.05440  19.99 r    0.36  1.25   0.29 
NTT/ULTRACAM    59933.05464  19.99 u   -2.69  2.39  -1.13 
NTT/ULTRACAM    59933.05464  19.99 g    0.91  0.84   1.09 
NTT/ULTRACAM    59933.05464  19.99 r   -0.20  1.24  -0.16 
NTT/ULTRACAM    59933.05487  19.99 u    0.69  2.34   0.30 
NTT/ULTRACAM    59933.05487  19.99 g    1.07  0.87   1.22 
NTT/ULTRACAM    59933.05487  19.99 r   -1.61  1.24  -1.30 
NTT/ULTRACAM    59933.05510  19.99 u   -3.45  2.22  -1.55 
NTT/ULTRACAM    59933.05510  19.99 g   -0.11  0.85  -0.13 
NTT/ULTRACAM    59933.05510  19.99 r   -1.01  1.23  -0.82 
NTT/ULTRACAM    59933.05533  19.99 u    4.11  2.09   1.97 
NTT/ULTRACAM    59933.05533  19.99 g    0.59  0.93   0.63 
NTT/ULTRACAM    59933.05533  19.99 r   -0.01  1.26  -0.01 
NTT/ULTRACAM    59933.05556  19.99 u    2.48  2.04   1.22 
NTT/ULTRACAM    59933.05556  19.99 g    0.85  0.92   0.92 
NTT/ULTRACAM    59933.05556  19.99 r   -1.01  1.23  -0.82 
NTT/ULTRACAM    59933.05579  19.99 u    0.13  1.91   0.07 
NTT/ULTRACAM    59933.05579  19.99 g    1.29  0.84   1.54 
NTT/ULTRACAM    59933.05579  19.99 r   -0.47  1.11  -0.42 
NTT/ULTRACAM    59933.05603  19.99 u   -0.88  1.82  -0.49 
NTT/ULTRACAM    59933.05603  19.99 g   -1.33  0.82  -1.61 
NTT/ULTRACAM    59933.05603  19.99 r    2.68  1.11   2.41 
NTT/ULTRACAM    59933.05626  19.99 u   -0.72  2.07  -0.35 
NTT/ULTRACAM    59933.05626  19.99 g    0.03  0.90   0.03 
NTT/ULTRACAM    59933.05626  19.99 r    0.23  1.09   0.21 
NTT/ULTRACAM    59933.05649  19.99 u    1.89  2.10   0.90 
NTT/ULTRACAM    59933.05649  19.99 g    0.73  0.89   0.82 
NTT/ULTRACAM    59933.05649  19.99 r    0.56  1.26   0.45 
NTT/ULTRACAM    59933.05672  19.99 u   -0.67  2.07  -0.32 
NTT/ULTRACAM    59933.05672  19.99 g   -0.67  0.89  -0.75 
NTT/ULTRACAM    59933.05672  19.99 r   -1.57  1.25  -1.26 
NTT/ULTRACAM    59933.05695  19.99 u    1.65  1.88   0.88 
NTT/ULTRACAM    59933.05695  19.99 g   -0.19  0.86  -0.22 
NTT/ULTRACAM    59933.05695  19.99 r    2.16  1.05   2.06 
NTT/ULTRACAM    59933.05718  19.99 u   -1.76  1.78  -0.99 
NTT/ULTRACAM    59933.05718  19.99 g    0.38  0.85   0.44 
NTT/ULTRACAM    59933.05718  19.99 r   -1.09  1.20  -0.91 
NTT/ULTRACAM    59933.05742  19.99 u    1.95  1.81   1.08 
NTT/ULTRACAM    59933.05742  19.99 g    0.87  0.84   1.04 
NTT/ULTRACAM    59933.05742  19.99 r    0.81  1.13   0.72 
NTT/ULTRACAM    59933.05765  19.99 u    1.16  1.95   0.59 
NTT/ULTRACAM    59933.05765  19.99 g    0.86  0.84   1.03 
NTT/ULTRACAM    59933.05765  19.99 r   -0.84  1.24  -0.68 
NTT/ULTRACAM    59933.05788  19.99 u   -0.29  2.01  -0.15 
NTT/ULTRACAM    59933.05788  19.99 g    0.66  0.84   0.79 
NTT/ULTRACAM    59933.05788  19.99 r    1.80  1.15   1.57 
NTT/ULTRACAM    59933.05811  19.99 u   -1.23  2.00  -0.62 
NTT/ULTRACAM    59933.05811  19.99 g    0.09  0.87   0.10 
NTT/ULTRACAM    59933.05811  19.99 r    0.71  1.23   0.57 
NTT/ULTRACAM    59933.05834  19.99 u   -0.81  2.07  -0.39 
NTT/ULTRACAM    59933.05834  19.99 g   -0.55  0.89  -0.62 
NTT/ULTRACAM    59933.05834  19.99 r    1.94  1.25   1.55 
NTT/ULTRACAM    59933.05857  19.99 u   -1.11  2.07  -0.54 
NTT/ULTRACAM    59933.05857  19.99 g   -0.36  0.84  -0.43 
NTT/ULTRACAM    59933.05857  19.99 r    1.90  1.17   1.62 
NTT/ULTRACAM    59933.05880  19.99 u   -0.23  1.99  -0.12 
NTT/ULTRACAM    59933.05880  19.99 g    0.32  0.96   0.34 
NTT/ULTRACAM    59933.05880  19.99 r   -0.70  1.23  -0.57 
NTT/ULTRACAM    59933.05904  19.99 u    4.44  2.16   2.06 
NTT/ULTRACAM    59933.05904  19.99 g    0.50  0.88   0.56 
NTT/ULTRACAM    59933.05904  19.99 r   -0.70  1.26  -0.55 
NTT/ULTRACAM    59933.05927  19.99 u    2.31  2.07   1.12 
NTT/ULTRACAM    59933.05927  19.99 g    0.71  0.85   0.84 
NTT/ULTRACAM    59933.05927  19.99 r    1.75  1.21   1.45 
NTT/ULTRACAM    59933.05950  19.99 u   -0.47  1.96  -0.24 
NTT/ULTRACAM    59933.05950  19.99 g    0.43  0.94   0.46 
NTT/ULTRACAM    59933.05950  19.99 r    2.47  1.21   2.04 
NTT/ULTRACAM    59933.05973  19.99 u   -1.38  2.06  -0.67 
NTT/ULTRACAM    59933.05973  19.99 g    1.15  0.98   1.18 
NTT/ULTRACAM    59933.05973  19.99 r    0.13  1.27   0.10 
NTT/ULTRACAM    59933.05996  19.99 u   -3.20  1.88  -1.70 
NTT/ULTRACAM    59933.05996  19.99 g   -1.28  0.76  -1.68 
NTT/ULTRACAM    59933.05996  19.99 r    0.77  1.28   0.60 
NTT/ULTRACAM    59933.06019  19.99 u   -1.28  2.15  -0.60 
NTT/ULTRACAM    59933.06019  19.99 g   -0.20  0.95  -0.21 
NTT/ULTRACAM    59933.06019  19.99 r    1.82  1.31   1.39 
NTT/ULTRACAM    59933.06043  19.99 u   -0.02  2.16  -0.01 
NTT/ULTRACAM    59933.06043  19.99 g   -0.11  0.82  -0.13 
NTT/ULTRACAM    59933.06043  19.99 r    3.09  1.29   2.40 
NTT/ULTRACAM    59933.06066  19.99 u   -3.59  2.09  -1.72 
NTT/ULTRACAM    59933.06066  19.99 g    0.20  0.90   0.22 
NTT/ULTRACAM    59933.06066  19.99 r    0.59  1.25   0.47 
NTT/ULTRACAM    59933.06089  19.99 u    3.85  2.06   1.87 
NTT/ULTRACAM    59933.06089  19.99 g    0.39  0.91   0.43 
NTT/ULTRACAM    59933.06089  19.99 r    0.46  1.17   0.39 
NTT/ULTRACAM    59933.06112  19.99 u    1.91  2.03   0.94 
NTT/ULTRACAM    59933.06112  19.99 g    0.90  0.92   0.98 
NTT/ULTRACAM    59933.06112  19.99 r   -0.60  1.20  -0.50 
NTT/ULTRACAM    59933.06135  19.99 u    0.47  1.97   0.24 
NTT/ULTRACAM    59933.06135  19.99 g    0.32  0.86   0.37 
NTT/ULTRACAM    59933.06135  19.99 r    0.39  1.20   0.33 
NTT/ULTRACAM    59933.06158  19.99 u   -1.62  2.13  -0.76 
NTT/ULTRACAM    59933.06158  19.99 g    1.91  0.85   2.26 
NTT/ULTRACAM    59933.06158  19.99 r    1.42  1.15   1.23 
NTT/ULTRACAM    59933.06182  19.99 u   -0.40  2.08  -0.19 
NTT/ULTRACAM    59933.06182  19.99 g    0.20  0.91   0.22 
NTT/ULTRACAM    59933.06182  19.99 r    0.80  1.15   0.69 
NTT/ULTRACAM    59933.06205  19.99 u    0.20  2.28   0.09 
NTT/ULTRACAM    59933.06205  19.99 g    2.15  0.85   2.53 
NTT/ULTRACAM    59933.06205  19.99 r   -1.07  1.20  -0.89 
NTT/ULTRACAM    59933.06228  19.99 u    0.66  2.18   0.30 
NTT/ULTRACAM    59933.06228  19.99 g    0.74  0.92   0.81 
NTT/ULTRACAM    59933.06228  19.99 r   -0.37  1.24  -0.30 
NTT/ULTRACAM    59933.06251  19.99 u    1.23  2.19   0.56 
NTT/ULTRACAM    59933.06251  19.99 g   -0.69  0.94  -0.74 
NTT/ULTRACAM    59933.06251  19.99 r    0.83  1.14   0.73 
NTT/ULTRACAM    59933.06274  19.99 u   -0.33  2.16  -0.15 
NTT/ULTRACAM    59933.06274  19.99 g    0.46  0.94   0.49 
NTT/ULTRACAM    59933.06274  19.99 r    0.60  1.26   0.48 
NTT/ULTRACAM    59933.06297  19.99 u   -1.69  2.07  -0.82 
NTT/ULTRACAM    59933.06297  19.99 g    1.15  0.92   1.25 
NTT/ULTRACAM    59933.06297  19.99 r    0.98  1.29   0.76 
NTT/ULTRACAM    59933.06320  19.99 u   -2.28  2.40  -0.95 
NTT/ULTRACAM    59933.06320  19.99 g   -0.09  0.89  -0.10 
NTT/ULTRACAM    59933.06320  19.99 r    0.07  1.15   0.06 
NTT/ULTRACAM    59933.06344  19.99 u    2.30  2.19   1.05 
NTT/ULTRACAM    59933.06344  19.99 g   -0.63  0.95  -0.67 
NTT/ULTRACAM    59933.06344  19.99 r    1.11  1.17   0.95 
NTT/ULTRACAM    59933.06367  19.99 u   -1.56  2.23  -0.70 
NTT/ULTRACAM    59933.06367  19.99 g   -0.74  0.92  -0.81 
NTT/ULTRACAM    59933.06367  19.99 r   -0.21  1.23  -0.17 
NTT/ULTRACAM    59933.06390  19.99 u    0.14  2.42   0.06 
NTT/ULTRACAM    59933.06390  19.99 g    0.65  0.95   0.68 
NTT/ULTRACAM    59933.06390  19.99 r    0.89  1.30   0.69 
NTT/ULTRACAM    59933.06413  19.99 u    3.37  2.32   1.45 
NTT/ULTRACAM    59933.06413  19.99 g    1.22  0.91   1.35 
NTT/ULTRACAM    59933.06413  19.99 r    0.43  1.29   0.34 
NTT/ULTRACAM    59933.06436  19.99 u    1.69  2.24   0.75 
NTT/ULTRACAM    59933.06436  19.99 g   -1.64  0.93  -1.77 
NTT/ULTRACAM    59933.06436  19.99 r   -0.85  1.23  -0.69 
NTT/ULTRACAM    59933.06459  19.99 u   -4.28  1.83  -2.34 
NTT/ULTRACAM    59933.06459  19.99 g    0.51  0.83   0.62 
NTT/ULTRACAM    59933.06459  19.99 r   -0.63  1.18  -0.53 
NTT/ULTRACAM    59933.06483  19.99 u    0.81  1.97   0.41 
NTT/ULTRACAM    59933.06483  19.99 g   -0.09  0.90  -0.10 
NTT/ULTRACAM    59933.06483  19.99 r    1.05  1.18   0.89 
NTT/ULTRACAM    59933.06506  19.99 u    3.43  1.96   1.75 
NTT/ULTRACAM    59933.06506  19.99 g    0.65  0.81   0.81 
NTT/ULTRACAM    59933.06506  19.99 r    0.84  1.28   0.66 
NTT/ULTRACAM    59933.06529  19.99 u    2.93  2.03   1.44 
NTT/ULTRACAM    59933.06529  19.99 g    0.07  0.81   0.08 
NTT/ULTRACAM    59933.06529  19.99 r    0.33  1.23   0.27 
NTT/ULTRACAM    59933.06552  19.99 u   -0.32  2.03  -0.16 
NTT/ULTRACAM    59933.06552  19.99 g   -0.55  0.81  -0.67 
NTT/ULTRACAM    59933.06552  19.99 r    0.11  1.23   0.09 
NTT/ULTRACAM    59933.06575  19.99 u   -0.30  2.23  -0.13 
